,hour_of_day,hour_of_day_bins,is_weekend,city,merchant_category,payment_method,account_age_years,time_since_last_txn_hrs,time_since_last_txn_hrs_bins,failed_attempts,is_international,pin_changed_recently,is_night_transaction,is_fraud
35272,13,50%-75%,0,Los Angeles,Travel,Bank Transfer,7.0,1.27,min-25%,0,0,0,0,0
35273,12,25%-50%,0,Berlin,Jewelry,Debit Card,13.8,1.64,min-25%,0,0,0,0,0
35274,8,25%-50%,0,Berlin,ATM Withdrawal,Credit Card,5.4,7.46,25%-50%,0,0,0,0,0
35275,23,75%-max,0,Lyon,Travel,Debit Card,6.7,11.85,50%-75%,0,0,0,1,0
35276,2,min-25%,1,Guadalajara,Healthcare,Credit Card,6.9,8.77,50%-75%,0,1,1,1,0
35277,7,25%-50%,1,Vancouver,Gaming,Bank Transfer,4.7,7.22,25%-50%,0,0,0,0,0
35278,8,25%-50%,0,Rio,Education,Mobile Payment,3.6,4.08,25%-50%,0,0,0,0,0
35279,14,50%-75%,0,New York,Online Shopping,Debit Card,7.5,4.37,25%-50%,0,0,0,0,0
35280,14,50%-75%,0,Sydney,Clothing,Debit Card,8.7,27.93,75%-max,0,0,0,0,0
35281,14,50%-75%,0,Mumbai,Utilities,Debit Card,11.3,3.22,min-25%,0,1,0,0,0
35282,16,50%-75%,0,Osaka,Crypto Exchange,Bank Transfer,2.6,1.99,min-25%,1,0,0,0,0
35283,21,75%-max,0,Toronto,Gaming,Credit Card,4.6,28.67,75%-max,0,0,0,0,0
35284,16,50%-75%,0,New York,Education,Credit Card,8.0,11.78,50%-75%,0,0,0,0,0
35285,10,25%-50%,0,Toronto,Education,Mobile Payment,3.6,2.29,min-25%,0,0,0,0,0
35286,20,75%-max,0,Guadalajara,Online Shopping,Mobile Payment,2.0,1.95,min-25%,0,1,0,0,1
35287,22,75%-max,0,Manchester,ATM Withdrawal,Crypto,1.5,1.69,min-25%,0,0,0,1,0
35288,0,,0,Tokyo,Healthcare,Credit Card,5.2,0.75,min-25%,0,0,0,1,0
35289,7,25%-50%,0,São Paulo,ATM Withdrawal,Mobile Payment,0.7,2.48,min-25%,0,0,0,0,0
35290,9,25%-50%,0,New York,Clothing,Credit Card,2.4,9.77,50%-75%,1,0,0,0,0
35291,10,25%-50%,1,Vancouver,Electronics,Credit Card,2.0,3.87,25%-50%,0,0,0,0,0
35292,16,50%-75%,1,Vancouver,Electronics,Bank Transfer,5.9,6.73,25%-50%,0,0,0,0,0
35293,21,75%-max,0,Vancouver,Crypto Exchange,Debit Card,5.2,14.87,50%-75%,2,0,0,0,0
35294,1,min-25%,0,Toronto,Healthcare,Credit Card,1.1,5.9,25%-50%,0,0,0,1,1
35295,11,25%-50%,1,Paris,Utilities,Debit Card,0.7,5.65,25%-50%,0,1,0,0,1
35296,1,min-25%,0,Manchester,Clothing,Crypto,6.2,13.49,50%-75%,0,1,0,1,0
35297,18,50%-75%,0,Vancouver,Gaming,Debit Card,0.8,2.04,min-25%,2,0,0,0,0
35298,14,50%-75%,1,Munich,Education,Cheque,0.4,2.62,min-25%,0,1,0,0,0
35299,13,50%-75%,0,Munich,Healthcare,Cheque,0.6,29.79,75%-max,0,1,0,0,0
35300,0,,1,Toronto,Fuel,Crypto,5.2,8.29,50%-75%,0,0,0,1,0
35301,18,50%-75%,0,Berlin,Healthcare,Debit Card,4.5,2.88,min-25%,0,0,0,0,0
35302,16,50%-75%,0,Mexico City,Crypto Exchange,Mobile Payment,0.9,0.87,min-25%,0,0,0,0,0
35303,18,50%-75%,0,Paris,Entertainment,Debit Card,10.0,0.36,min-25%,0,1,0,0,0
35304,10,25%-50%,0,Berlin,Grocery,Debit Card,18.8,1.08,min-25%,0,0,0,0,0
35305,5,min-25%,0,Guadalajara,Grocery,Debit Card,0.5,16.6,75%-max,0,0,0,1,0
35306,4,min-25%,0,Manchester,Gaming,Debit Card,7.1,2.15,min-25%,0,1,0,1,0
35307,16,50%-75%,1,Toronto,Utilities,Credit Card,4.0,4.01,25%-50%,0,0,0,0,0
35308,12,25%-50%,0,Berlin,Utilities,Debit Card,3.8,15.12,50%-75%,1,1,0,0,0
35309,8,25%-50%,0,Guadalajara,Clothing,Mobile Payment,0.8,4.21,25%-50%,0,0,0,0,0
35310,6,min-25%,1,Paris,Crypto Exchange,Mobile Payment,0.3,11.92,50%-75%,0,0,0,1,0
35311,23,75%-max,0,New York,Online Shopping,Bank Transfer,2.9,1.74,min-25%,1,0,0,1,0
35312,10,25%-50%,0,Berlin,Crypto Exchange,Bank Transfer,0.2,30.27,75%-max,0,0,0,0,0
35313,5,min-25%,1,Munich,Crypto Exchange,Bank Transfer,4.8,28.02,75%-max,1,1,0,1,0
35314,19,75%-max,0,Osaka,Online Shopping,Debit Card,8.6,2.45,min-25%,0,0,0,0,0
35315,22,75%-max,0,London,Electronics,Mobile Payment,0.1,12.4,50%-75%,0,1,0,1,0
35316,5,min-25%,1,Toronto,Gaming,Debit Card,12.6,18.52,75%-max,0,1,0,1,0
35317,12,25%-50%,0,Guadalajara,Entertainment,Mobile Payment,7.3,46.81,75%-max,0,0,0,0,0
35318,13,50%-75%,1,Lyon,Fuel,Credit Card,14.0,13.84,50%-75%,0,1,0,0,0
35319,16,50%-75%,1,Manchester,Restaurant,Debit Card,1.8,19.23,75%-max,1,0,0,0,0
35320,1,min-25%,1,Munich,Jewelry,Bank Transfer,1.9,6.8,25%-50%,0,0,0,1,0
35321,8,25%-50%,0,Mexico City,Restaurant,Bank Transfer,3.2,0.79,min-25%,3,0,0,0,0
35322,9,25%-50%,0,Osaka,Electronics,Debit Card,0.8,85.71,75%-max,0,0,0,0,0
35323,23,75%-max,0,Melbourne,Grocery,Mobile Payment,9.1,24.34,75%-max,0,0,0,1,0
35324,6,min-25%,1,Toronto,Travel,Bank Transfer,5.3,7.75,25%-50%,1,0,0,1,0
35325,16,50%-75%,0,Delhi,Education,Credit Card,20.4,17.58,75%-max,0,0,0,0,0
35326,21,75%-max,0,New York,ATM Withdrawal,Mobile Payment,6.8,34.13,75%-max,0,0,0,0,0
35327,10,25%-50%,0,New York,Entertainment,Debit Card,0.6,4.52,25%-50%,0,0,0,0,0
35328,20,75%-max,0,Rio,Fuel,Debit Card,4.1,4.65,25%-50%,1,1,0,0,0
35329,17,50%-75%,0,New York,Grocery,Debit Card,13.7,36.43,75%-max,0,0,0,0,0
35330,11,25%-50%,0,New York,Clothing,Debit Card,0.5,15.44,50%-75%,3,0,0,0,0
35331,2,min-25%,0,Paris,ATM Withdrawal,Credit Card,0.1,8.41,50%-75%,1,0,0,1,0
35332,16,50%-75%,0,Guadalajara,Education,Debit Card,2.8,12.74,50%-75%,0,1,0,0,0
35333,14,50%-75%,1,Mumbai,Restaurant,Credit Card,2.9,10.34,50%-75%,0,0,0,0,0
35334,11,25%-50%,1,Melbourne,Utilities,Credit Card,0.4,8.62,50%-75%,0,0,0,0,0
35335,11,25%-50%,0,New York,Gaming,Credit Card,1.1,7.88,25%-50%,0,0,1,0,1
35336,23,75%-max,1,Melbourne,Jewelry,Bank Transfer,3.2,12.53,50%-75%,0,0,0,1,0
35337,8,25%-50%,0,New York,Jewelry,Credit Card,21.1,58.6,75%-max,0,1,0,0,0
35338,22,75%-max,0,Guadalajara,Online Shopping,Debit Card,0.1,20.94,75%-max,0,1,0,1,0
35339,12,25%-50%,1,Rio,Restaurant,Credit Card,11.6,9.61,50%-75%,0,0,0,0,0
35340,15,50%-75%,1,Munich,Education,Credit Card,0.7,5.63,25%-50%,0,0,0,0,0
35341,12,25%-50%,0,Toronto,Utilities,Credit Card,5.6,3.1,min-25%,0,0,0,0,0
35342,0,,0,Paris,Electronics,Credit Card,0.7,1.48,min-25%,0,0,0,1,0
35343,18,50%-75%,1,Munich,Entertainment,Debit Card,0.1,11.69,50%-75%,0,0,0,0,0
35344,12,25%-50%,0,Tokyo,Healthcare,Bank Transfer,0.5,9.34,50%-75%,1,0,0,0,0
35345,6,min-25%,0,Rio,Education,Credit Card,2.6,9.04,50%-75%,0,0,0,1,0
35346,12,25%-50%,0,Berlin,Fuel,Credit Card,4.1,10.16,50%-75%,0,0,0,0,0
35347,23,75%-max,0,Toronto,Grocery,Mobile Payment,8.5,7.84,25%-50%,0,0,0,1,0
35348,20,75%-max,1,Delhi,Electronics,Credit Card,3.3,12.76,50%-75%,0,0,0,0,0
35349,5,min-25%,0,Berlin,Gaming,Bank Transfer,4.9,2.74,min-25%,1,0,0,1,0
35350,23,75%-max,0,Mumbai,Education,Debit Card,0.1,26.74,75%-max,1,0,0,1,0
35351,16,50%-75%,0,Osaka,Gaming,Debit Card,3.7,3.23,min-25%,1,0,0,0,0
35352,0,,0,Osaka,Utilities,Credit Card,4.1,1.33,min-25%,0,0,0,1,0
35353,18,50%-75%,1,Paris,Entertainment,Credit Card,0.4,1.77,min-25%,0,1,1,0,1
35354,12,25%-50%,0,São Paulo,Jewelry,Debit Card,2.6,31.27,75%-max,0,0,0,0,0
35355,15,50%-75%,1,Rio,Online Shopping,Mobile Payment,2.4,16.52,50%-75%,0,0,0,0,0
35356,16,50%-75%,0,Mexico City,Grocery,Credit Card,0.5,3.08,min-25%,0,1,0,0,0
35357,10,25%-50%,0,Mumbai,Electronics,Crypto,6.2,4.96,25%-50%,0,0,0,0,0
35358,22,75%-max,1,London,Jewelry,Credit Card,9.4,14.24,50%-75%,1,0,0,1,0
35359,10,25%-50%,0,Vancouver,Grocery,Mobile Payment,2.1,5.17,25%-50%,4,0,0,0,0
35360,15,50%-75%,0,Rio,Jewelry,Debit Card,1.0,18.78,75%-max,1,0,0,0,0
35361,23,75%-max,0,Berlin,Fuel,Credit Card,5.5,18.51,75%-max,1,0,0,1,0
35362,16,50%-75%,0,Paris,Online Shopping,Bank Transfer,2.1,5.92,25%-50%,0,0,0,0,0
35363,17,50%-75%,1,Mexico City,Clothing,Debit Card,0.8,21.62,75%-max,0,0,0,0,0
35364,10,25%-50%,0,Munich,Clothing,Mobile Payment,2.1,52.82,75%-max,0,1,0,0,0
35365,3,min-25%,1,Paris,Fuel,Crypto,20.7,7.83,25%-50%,1,0,0,1,0
35366,12,25%-50%,0,Toronto,Gaming,Credit Card,2.5,11.99,50%-75%,0,0,0,0,0
35367,16,50%-75%,0,Vancouver,Utilities,Bank Transfer,2.4,3.35,min-25%,0,0,0,0,0
35368,19,75%-max,1,Toronto,Fuel,Credit Card,4.1,2.95,min-25%,0,0,0,0,0
35369,13,50%-75%,1,Mexico City,Restaurant,Debit Card,0.6,37.08,75%-max,0,1,0,0,0
35370,8,25%-50%,0,Mexico City,Travel,Crypto,0.3,3.41,min-25%,0,0,0,0,0
35371,12,25%-50%,0,Mumbai,Clothing,Credit Card,3.1,0.29,min-25%,0,0,0,0,0
35372,1,min-25%,0,Vancouver,Gaming,Mobile Payment,1.2,5.57,25%-50%,0,0,0,1,1
35373,15,50%-75%,0,Los Angeles,Clothing,Debit Card,2.4,27.58,75%-max,3,0,0,0,0
35374,13,50%-75%,0,Lyon,Utilities,Cheque,0.7,14.21,50%-75%,0,0,1,0,0
35375,5,min-25%,0,Sydney,Travel,Debit Card,12.3,3.02,min-25%,0,1,0,1,0
35376,13,50%-75%,1,Melbourne,Clothing,Crypto,2.4,4.41,25%-50%,0,1,0,0,0
35377,4,min-25%,0,Los Angeles,Grocery,Credit Card,11.2,0.15,min-25%,5,0,0,1,0
35378,17,50%-75%,0,Rio,Restaurant,Credit Card,0.9,6.54,25%-50%,0,0,0,0,0
35379,7,25%-50%,0,Lyon,Clothing,Credit Card,3.4,10.49,50%-75%,0,0,0,0,0
35380,16,50%-75%,0,Mumbai,Restaurant,Credit Card,1.7,14.31,50%-75%,0,0,0,0,0
35381,12,25%-50%,0,Delhi,Gaming,Debit Card,2.7,3.57,25%-50%,1,0,1,0,0
35382,15,50%-75%,1,Sydney,Crypto Exchange,Credit Card,5.1,25.86,75%-max,0,0,0,0,0
35383,12,25%-50%,0,São Paulo,Fuel,Debit Card,3.7,14.53,50%-75%,0,0,0,0,0
35384,19,75%-max,1,Guadalajara,ATM Withdrawal,Mobile Payment,2.0,31.86,75%-max,0,0,0,0,0
35385,12,25%-50%,0,Munich,ATM Withdrawal,Mobile Payment,4.6,4.19,25%-50%,0,0,0,0,1
35386,4,min-25%,0,Los Angeles,Healthcare,Cheque,1.7,7.38,25%-50%,0,0,0,1,1
35387,19,75%-max,0,Rio,Grocery,Credit Card,4.9,9.57,50%-75%,0,0,0,0,0
35388,3,min-25%,0,Berlin,Education,Credit Card,9.1,34.12,75%-max,0,1,0,1,0
35389,1,min-25%,1,Guadalajara,Grocery,Debit Card,8.6,8.09,25%-50%,0,0,0,1,0
35390,3,min-25%,0,Mexico City,Travel,Credit Card,2.5,1.3,min-25%,1,0,0,1,0
35391,8,25%-50%,0,Manchester,Travel,Debit Card,11.1,8.26,25%-50%,0,0,0,0,0
35392,11,25%-50%,0,Rio,ATM Withdrawal,Mobile Payment,1.5,8.49,50%-75%,2,0,1,0,0
35393,21,75%-max,0,Paris,Grocery,Credit Card,1.7,5.24,25%-50%,0,0,1,0,0
35394,5,min-25%,0,London,Crypto Exchange,Mobile Payment,3.8,18.96,75%-max,0,0,0,1,0
35395,8,25%-50%,1,Munich,Utilities,Crypto,1.7,1.44,min-25%,0,0,0,0,0
35396,0,,1,Rio,Healthcare,Mobile Payment,9.7,1.3,min-25%,2,1,0,1,0
35397,10,25%-50%,0,Rio,Travel,Credit Card,4.1,8.94,50%-75%,0,0,0,0,0
35398,20,75%-max,0,Delhi,Healthcare,Debit Card,11.9,7.0,25%-50%,1,0,0,0,0
35399,21,75%-max,0,Guadalajara,Gaming,Bank Transfer,8.5,2.89,min-25%,0,0,0,0,0
35400,7,25%-50%,0,Toronto,Online Shopping,Bank Transfer,15.2,21.98,75%-max,0,0,0,0,0
35401,4,min-25%,0,Berlin,Restaurant,Bank Transfer,1.2,16.77,75%-max,0,0,0,1,0
35402,12,25%-50%,0,Toronto,Crypto Exchange,Debit Card,4.6,1.59,min-25%,0,0,0,0,0
35403,5,min-25%,1,Los Angeles,Gaming,Credit Card,4.9,6.47,25%-50%,0,0,0,1,0
35404,14,50%-75%,0,Toronto,Crypto Exchange,Credit Card,1.6,8.81,50%-75%,0,1,1,0,0
35405,13,50%-75%,1,Melbourne,Crypto Exchange,Mobile Payment,2.4,22.22,75%-max,0,0,0,0,0
35406,3,min-25%,1,Mexico City,Electronics,Credit Card,1.0,4.29,25%-50%,0,0,0,1,0
35407,0,,0,Delhi,Utilities,Mobile Payment,1.5,14.28,50%-75%,0,0,0,1,0
35408,3,min-25%,0,Osaka,ATM Withdrawal,Debit Card,3.5,39.5,75%-max,0,0,0,1,1
35409,1,min-25%,0,Paris,Online Shopping,Mobile Payment,4.9,13.38,50%-75%,0,0,0,1,0
35410,7,25%-50%,0,Manchester,Jewelry,Debit Card,3.9,5.17,25%-50%,0,0,0,0,0
35411,5,min-25%,1,Manchester,ATM Withdrawal,Mobile Payment,1.9,4.77,25%-50%,0,0,0,1,0
35412,0,,0,Mexico City,Online Shopping,Bank Transfer,7.1,29.03,75%-max,0,1,0,1,0
35413,18,50%-75%,0,Lyon,Grocery,Credit Card,5.9,27.96,75%-max,0,0,0,0,0
35414,10,25%-50%,0,Toronto,Grocery,Credit Card,0.9,1.51,min-25%,0,0,0,0,0
35415,23,75%-max,1,Mexico City,Crypto Exchange,Crypto,3.0,23.43,75%-max,0,0,0,1,0
35416,10,25%-50%,0,Rio,Crypto Exchange,Mobile Payment,2.4,4.57,25%-50%,0,1,0,0,0
35417,3,min-25%,1,London,ATM Withdrawal,Bank Transfer,4.9,17.54,75%-max,0,0,0,1,0
35418,23,75%-max,0,Los Angeles,Restaurant,Credit Card,4.2,1.51,min-25%,0,0,0,1,0
35419,16,50%-75%,1,Los Angeles,Crypto Exchange,Credit Card,6.9,6.32,25%-50%,0,0,0,0,0
35420,9,25%-50%,0,Mumbai,Restaurant,Debit Card,4.1,26.57,75%-max,0,0,0,0,0
35421,19,75%-max,0,London,Online Shopping,Bank Transfer,3.2,5.4,25%-50%,0,0,0,0,0
35422,7,25%-50%,1,Mexico City,Restaurant,Crypto,0.3,18.32,75%-max,0,0,0,0,0
35423,2,min-25%,0,Paris,Online Shopping,Bank Transfer,7.1,51.74,75%-max,0,0,0,1,0
35424,5,min-25%,1,Delhi,Online Shopping,Mobile Payment,3.5,8.17,25%-50%,0,1,0,1,1
35425,8,25%-50%,0,Rio,Crypto Exchange,Debit Card,0.9,7.65,25%-50%,0,0,0,0,1
35426,3,min-25%,0,Mexico City,Education,Debit Card,2.9,0.33,min-25%,0,0,0,1,0
35427,10,25%-50%,0,Melbourne,Travel,Bank Transfer,0.8,11.46,50%-75%,0,0,0,0,0
35428,0,,1,Melbourne,Gaming,Debit Card,5.5,0.3,min-25%,3,0,0,1,0
35429,12,25%-50%,0,Toronto,Entertainment,Debit Card,1.5,2.81,min-25%,0,0,0,0,0
35430,6,min-25%,0,Rio,Fuel,Debit Card,10.9,5.71,25%-50%,0,0,0,1,0
35431,5,min-25%,0,Mexico City,Travel,Credit Card,27.9,6.67,25%-50%,0,0,0,1,0
35432,12,25%-50%,1,Mumbai,Healthcare,Debit Card,1.4,2.86,min-25%,0,0,0,0,0
35433,19,75%-max,0,London,Grocery,Debit Card,6.5,7.71,25%-50%,0,0,0,0,0
35434,2,min-25%,0,Lyon,Healthcare,Credit Card,10.7,33.58,75%-max,0,0,0,1,0
35435,17,50%-75%,1,Manchester,Utilities,Bank Transfer,0.1,5.18,25%-50%,0,0,0,0,0
35436,15,50%-75%,0,Paris,Travel,Debit Card,7.0,13.65,50%-75%,0,0,0,0,0
35437,18,50%-75%,1,Los Angeles,Healthcare,Credit Card,2.7,26.29,75%-max,0,0,0,0,0
35438,21,75%-max,1,Melbourne,ATM Withdrawal,Credit Card,4.3,14.67,50%-75%,1,0,0,0,0
35439,0,,0,London,Crypto Exchange,Credit Card,1.6,4.58,25%-50%,0,0,0,1,0
35440,0,,0,Osaka,Education,Credit Card,2.5,0.92,min-25%,0,0,1,1,1
35441,16,50%-75%,0,Paris,Fuel,Bank Transfer,4.7,2.05,min-25%,0,1,0,0,1
35442,5,min-25%,0,Mexico City,Gaming,Debit Card,6.7,11.81,50%-75%,0,1,0,1,0
35443,19,75%-max,0,Lyon,Restaurant,Debit Card,10.8,26.23,75%-max,0,0,0,0,0
35444,15,50%-75%,0,Sydney,Crypto Exchange,Mobile Payment,0.4,9.02,50%-75%,0,0,0,0,0
35445,0,,0,Delhi,Grocery,Credit Card,6.7,0.27,min-25%,0,0,0,1,0
35446,15,50%-75%,0,Berlin,Crypto Exchange,Debit Card,0.2,19.31,75%-max,0,0,1,0,0
35447,9,25%-50%,0,Osaka,Education,Bank Transfer,0.8,38.99,75%-max,0,0,0,0,0
35448,10,25%-50%,1,London,ATM Withdrawal,Debit Card,5.3,9.21,50%-75%,0,0,0,0,0
35449,4,min-25%,0,Los Angeles,ATM Withdrawal,Mobile Payment,0.1,71.43,75%-max,0,1,0,1,0
35450,7,25%-50%,0,Vancouver,Utilities,Credit Card,0.5,3.75,25%-50%,0,0,0,0,0
35451,5,min-25%,0,Toronto,Entertainment,Credit Card,6.4,28.65,75%-max,0,0,0,1,0
35452,1,min-25%,0,Mexico City,Grocery,Credit Card,7.2,27.24,75%-max,0,0,0,1,0
35453,7,25%-50%,1,Delhi,ATM Withdrawal,Credit Card,6.5,11.38,50%-75%,0,1,0,0,0
35454,17,50%-75%,0,Paris,Electronics,Credit Card,9.4,7.83,25%-50%,0,0,0,0,0
35455,19,75%-max,1,Rio,Crypto Exchange,Debit Card,1.4,10.45,50%-75%,1,0,0,0,0
35456,19,75%-max,1,Toronto,Online Shopping,Debit Card,1.3,13.04,50%-75%,0,0,0,0,0
35457,7,25%-50%,0,Mexico City,Healthcare,Credit Card,5.8,23.2,75%-max,0,0,0,0,0
35458,9,25%-50%,0,Guadalajara,Travel,Credit Card,22.7,2.22,min-25%,0,1,0,0,1
35459,14,50%-75%,1,São Paulo,Online Shopping,Debit Card,0.4,2.85,min-25%,0,1,0,0,0
35460,4,min-25%,0,Vancouver,Utilities,Debit Card,1.0,8.05,25%-50%,0,0,0,1,0
35461,22,75%-max,1,Manchester,Education,Credit Card,7.8,1.53,min-25%,0,0,0,1,0
35462,21,75%-max,0,Rio,Electronics,Mobile Payment,1.9,12.66,50%-75%,2,1,0,0,0
35463,9,25%-50%,0,Rio,Gaming,Debit Card,2.0,14.23,50%-75%,5,0,0,0,0
35464,20,75%-max,0,Toronto,Grocery,Debit Card,1.1,29.87,75%-max,0,0,0,0,0
35465,4,min-25%,1,New York,Restaurant,Bank Transfer,5.3,58.73,75%-max,3,1,0,1,1
35466,9,25%-50%,1,New York,Education,Bank Transfer,9.2,0.74,min-25%,0,0,0,0,0
35467,1,min-25%,1,Manchester,Electronics,Bank Transfer,0.8,24.45,75%-max,0,0,0,1,0
35468,14,50%-75%,0,London,Online Shopping,Bank Transfer,4.3,13.3,50%-75%,0,0,0,0,0
35469,18,50%-75%,0,Melbourne,Healthcare,Crypto,5.2,6.27,25%-50%,0,1,0,0,0
35470,2,min-25%,0,Sydney,Utilities,Mobile Payment,9.3,46.85,75%-max,0,1,0,1,1
35471,0,,1,Los Angeles,Grocery,Credit Card,0.8,41.52,75%-max,0,0,0,1,0
35472,17,50%-75%,1,Delhi,ATM Withdrawal,Credit Card,16.0,18.91,75%-max,0,0,0,0,0
35473,12,25%-50%,0,Berlin,Clothing,Crypto,6.4,4.16,25%-50%,0,0,0,0,0
35474,15,50%-75%,0,Toronto,Clothing,Mobile Payment,5.6,6.84,25%-50%,0,0,1,0,1
35475,14,50%-75%,0,Melbourne,Entertainment,Debit Card,5.4,3.06,min-25%,1,0,0,0,0
35476,21,75%-max,0,São Paulo,Crypto Exchange,Credit Card,3.1,40.19,75%-max,0,1,0,0,0
35477,7,25%-50%,0,Tokyo,Utilities,Debit Card,3.0,3.33,min-25%,2,0,0,0,0
35478,23,75%-max,0,Toronto,ATM Withdrawal,Mobile Payment,1.6,12.09,50%-75%,3,0,0,1,0
35479,2,min-25%,0,Osaka,Gaming,Debit Card,0.8,0.82,min-25%,0,0,0,1,0
35480,14,50%-75%,0,Rio,Healthcare,Cheque,24.0,12.06,50%-75%,0,0,0,0,0
35481,4,min-25%,0,Vancouver,Travel,Credit Card,7.2,3.38,min-25%,0,0,0,1,0
35482,11,25%-50%,0,Tokyo,Clothing,Credit Card,8.7,23.77,75%-max,0,0,0,0,0
35483,3,min-25%,0,Toronto,Travel,Mobile Payment,0.1,13.26,50%-75%,0,0,0,1,0
35484,22,75%-max,1,London,Electronics,Credit Card,0.9,40.96,75%-max,0,0,0,1,0
35485,4,min-25%,0,Mumbai,Restaurant,Bank Transfer,6.0,0.18,min-25%,0,0,0,1,1
35486,14,50%-75%,0,Lyon,Healthcare,Bank Transfer,11.8,5.6,25%-50%,0,0,0,0,0
35487,18,50%-75%,1,Berlin,Education,Debit Card,10.6,2.95,min-25%,0,0,0,0,0
35488,8,25%-50%,0,Rio,Entertainment,Debit Card,2.5,7.19,25%-50%,1,0,0,0,0
35489,7,25%-50%,0,Paris,Utilities,Debit Card,11.4,12.0,50%-75%,1,0,0,0,0
35490,9,25%-50%,0,Toronto,Restaurant,Bank Transfer,8.1,7.37,25%-50%,0,0,0,0,0
35491,18,50%-75%,0,Delhi,Clothing,Credit Card,8.8,13.2,50%-75%,0,0,0,0,0
35492,5,min-25%,0,Rio,Restaurant,Credit Card,0.5,1.6,min-25%,1,1,0,1,0
35493,13,50%-75%,0,Manchester,Restaurant,Credit Card,9.9,3.35,min-25%,2,0,0,0,0
35494,18,50%-75%,0,Melbourne,Entertainment,Credit Card,2.0,16.08,50%-75%,0,0,1,0,0
35495,1,min-25%,0,Los Angeles,Entertainment,Debit Card,8.4,6.38,25%-50%,0,0,0,1,0
35496,7,25%-50%,0,Mumbai,Online Shopping,Crypto,2.0,53.24,75%-max,0,0,0,0,0
35497,0,,1,Paris,Fuel,Debit Card,5.6,9.32,50%-75%,0,0,0,1,0
35498,16,50%-75%,1,Manchester,Entertainment,Mobile Payment,11.1,10.53,50%-75%,0,0,0,0,0
35499,11,25%-50%,0,Osaka,Entertainment,Credit Card,5.8,3.06,min-25%,0,0,0,0,0
35500,8,25%-50%,1,São Paulo,Healthcare,Debit Card,2.1,10.02,50%-75%,0,0,0,0,0
35501,18,50%-75%,1,Munich,Travel,Cheque,5.6,6.08,25%-50%,0,1,0,0,0
35502,9,25%-50%,1,Los Angeles,Education,Cheque,15.0,63.96,75%-max,0,0,0,0,0
35503,13,50%-75%,0,New York,Grocery,Mobile Payment,2.0,3.78,25%-50%,0,0,0,0,0
35504,0,,0,Mumbai,Education,Mobile Payment,7.4,5.47,25%-50%,0,0,0,1,0
35505,17,50%-75%,0,Tokyo,Entertainment,Credit Card,3.8,17.71,75%-max,0,0,0,0,0
35506,19,75%-max,0,Munich,ATM Withdrawal,Credit Card,6.9,24.97,75%-max,0,0,0,0,0
35507,0,,0,São Paulo,Entertainment,Mobile Payment,7.4,3.73,25%-50%,0,1,0,1,0
35508,3,min-25%,0,Berlin,Education,Debit Card,2.5,19.21,75%-max,0,0,0,1,0
35509,12,25%-50%,0,Munich,Electronics,Debit Card,1.1,8.14,25%-50%,0,0,0,0,0
35510,17,50%-75%,1,Berlin,Healthcare,Bank Transfer,2.6,1.68,min-25%,0,0,0,0,0
35511,5,min-25%,1,Tokyo,Entertainment,Debit Card,1.0,29.57,75%-max,0,0,1,1,0
35512,18,50%-75%,0,Vancouver,Travel,Mobile Payment,0.7,5.96,25%-50%,1,1,0,0,0
35513,18,50%-75%,0,Osaka,ATM Withdrawal,Credit Card,0.5,21.78,75%-max,0,0,0,0,0
35514,10,25%-50%,0,Manchester,Grocery,Debit Card,0.2,12.99,50%-75%,0,0,0,0,0
35515,7,25%-50%,0,New York,Grocery,Credit Card,7.6,5.51,25%-50%,0,0,0,0,0
35516,17,50%-75%,1,Munich,Crypto Exchange,Bank Transfer,3.1,7.02,25%-50%,0,0,0,0,0
35517,9,25%-50%,1,Paris,Education,Debit Card,5.5,27.39,75%-max,1,0,0,0,0
35518,11,25%-50%,0,Toronto,Clothing,Bank Transfer,0.7,3.46,25%-50%,0,0,0,0,0
35519,7,25%-50%,0,Melbourne,Grocery,Credit Card,9.4,0.92,min-25%,1,0,0,0,0
35520,11,25%-50%,0,Munich,Electronics,Cheque,10.2,3.84,25%-50%,0,0,0,0,0
35521,19,75%-max,0,Manchester,Utilities,Mobile Payment,1.7,9.55,50%-75%,0,0,0,0,0
35522,5,min-25%,1,New York,Restaurant,Credit Card,3.7,5.06,25%-50%,0,0,1,1,0
35523,16,50%-75%,0,Tokyo,Utilities,Mobile Payment,8.6,8.17,25%-50%,0,0,0,0,0
35524,3,min-25%,0,Delhi,Electronics,Bank Transfer,4.8,8.02,25%-50%,0,1,0,1,0
35525,14,50%-75%,0,Tokyo,Restaurant,Credit Card,1.9,19.89,75%-max,0,0,0,0,0
35526,9,25%-50%,0,Toronto,Entertainment,Debit Card,3.9,0.06,min-25%,3,0,0,0,0
35527,18,50%-75%,0,Lyon,Fuel,Credit Card,5.6,0.63,min-25%,0,0,0,0,0
35528,1,min-25%,0,Vancouver,Restaurant,Cheque,1.3,24.48,75%-max,5,0,0,1,0
35529,1,min-25%,0,São Paulo,Jewelry,Credit Card,2.8,4.63,25%-50%,0,1,0,1,1
35530,7,25%-50%,0,Los Angeles,Grocery,Bank Transfer,3.2,4.12,25%-50%,3,0,0,0,0
35531,8,25%-50%,1,Paris,Electronics,Cheque,7.1,37.04,75%-max,0,0,0,0,0
35532,14,50%-75%,0,Sydney,Utilities,Credit Card,3.3,7.53,25%-50%,2,0,0,0,0
